order_id,name_id
92578,"[1207, 43, 45]"
92584,"[462, 215]"
92586,"[390, 317]"
92594,"[320, 322]"
92606,"[71, 235, 481]"
92608,"[71, 231, 74, 481]"
92616,"[229, 183, 966]"
92622,"[384, 676, 434]"
92645,"[1240, 14]"
92651,"[60, 1282]"
92661,"[572, 1282, 315]"
92669,"[1287, 450]"
92672,"[258, 682]"
92680,"[528, 827, 529]"
92682,"[528, 827, 529]"
92684,"[546, 528]"
92728,"[338, 456, 205]"
92739,"[252, 705]"
92740,"[252, 705]"
92751,"[606, 70, 173]"
92754,"[1033, 334]"
92773,"[441, 122, 68]"
92776,"[154, 561, 730, 77, 78]"
92777,"[341, 1011]"
92801,"[852, 218]"
92802,"[140, 944]"
92805,"[140, 944]"
92808,"[140, 944]"
92829,"[1260, 24]"
92833,"[628, 169]"
92834,"[20, 169]"
92853,"[833, 1022]"
92862,"[1065, 538]"
92867,"[572, 791]"
92873,"[1266, 289]"
92906,"[374, 39]"
92912,"[1187, 37, 345]"
92918,"[874, 555]"
92926,"[1200, 890, 218]"
92933,"[21, 300]"
92944,"[1129, 449]"
92963,"[2, 197]"
92973,"[503, 104]"
92974,"[503, 104]"
92985,"[29, 150, 24]"
92986,"[150, 24, 26]"
93016,"[1213, 542, 785, 332]"
93029,"[209, 499]"
93032,"[522, 225]"
93033,"[643, 589]"
93047,"[768, 426]"
93050,"[837, 464, 289]"
93072,"[484, 127]"
93082,"[1292, 1318]"
93083,"[426, 1257]"
93084,"[19, 1108]"
93089,"[270, 428, 429]"
93095,"[687, 428, 767]"
93097,"[1114, 461, 1271]"
93115,"[442, 443]"
93195,"[291, 535]"
93199,"[392, 90]"
93203,"[654, 618, 309]"
93223,"[621, 640]"
93228,"[273, 640]"
93229,"[1145, 147, 1256]"
93230,"[1145, 147]"
93231,"[680, 721]"
93240,"[833, 706]"
93261,"[275, 390]"
93263,"[182, 1099, 1129]"
93273,"[940, 900, 495, 798]"
93277,"[585, 923]"
93278,"[585, 923]"
93282,"[1174, 990]"
93283,"[1174, 990]"
93293,"[72, 465, 1220]"
93297,"[927, 288]"
93303,"[789, 72, 803]"
93304,"[789, 991, 803, 72]"
93306,"[593, 1299, 1309]"
93309,"[593, 1137]"
93310,"[593, 1309]"
93311,"[593, 414]"
93314,"[915, 751]"
93315,"[414, 1299, 1309]"
93316,"[593, 1002]"
93317,"[1330, 287, 1309]"
93322,"[339, 471]"
93330,"[52, 389, 54]"
93331,"[422, 1062, 706]"
93332,"[213, 730]"
93352,"[1020, 266]"
93364,"[579, 323]"
93366,"[904, 338, 589]"
93378,"[620, 57]"
93386,"[740, 1094, 556]"
93393,"[1123, 123]"
93394,"[441, 67]"
93408,"[518, 519, 765, 520]"
93413,"[679, 1091]"
93414,"[1026, 1158, 1316]"
93419,"[972, 1173, 97]"
93420,"[762, 216]"
93421,"[37, 38, 344]"
93422,"[216, 695, 1016]"
93445,"[579, 916, 244]"
93469,"[78, 474]"
93476,"[411, 747]"
93484,"[22, 23, 135, 713, 300, 301]"
93486,"[499, 263]"
93487,"[418, 455]"
93489,"[501, 459]"
93490,"[320, 321]"
93500,"[61, 92]"
93518,"[983, 1040, 60]"
93522,"[71, 371, 235]"
93528,"[522, 682]"
93532,"[259, 669]"
93533,"[258, 522, 682]"
93541,"[883, 472]"
93564,"[506, 527]"
93572,"[417, 1206, 400, 306]"
93580,"[262, 338, 68]"
93581,"[816, 655, 18, 375]"
93582,"[110, 499, 500, 4]"
93583,"[499, 500, 678, 110, 182]"
93586,"[1089, 806]"
93587,"[1089, 806]"
93593,"[420, 606]"
93595,"[606, 609]"
93596,"[606, 609]"
93597,"[606, 70]"
93605,"[262, 58]"
93612,"[447, 237, 616]"
93628,"[895, 548, 659]"
93629,"[696, 895]"
93636,"[983, 1315, 69]"
93637,"[983, 1315, 69]"
93639,"[983, 1315, 69]"
93640,"[983, 1315, 69]"
93642,"[983, 1315, 69]"
93646,"[983, 1315, 69]"
93653,"[123, 1157]"
93654,"[341, 40]"
93666,"[90, 1320]"
93678,"[1239, 1334]"
93689,"[484, 127]"
93692,"[918, 115]"
93710,"[1044, 141, 133]"
93730,"[656, 16]"
93738,"[656, 16]"
93766,"[85, 86, 87]"
93772,"[330, 400, 1331]"
93779,"[82, 285]"
93780,"[82, 285]"
93790,"[123, 724, 404]"
93792,"[170, 483]"
93793,"[1326, 783]"
93797,"[676, 433]"
93798,"[324, 364, 433]"
93801,"[910, 992, 45]"
93825,"[907, 78]"
93831,"[974, 64]"
93837,"[59, 63, 30]"
93864,"[1255, 297]"
93868,"[837, 1258]"
93869,"[27, 144]"
93875,"[617, 1066, 586, 45]"
93902,"[463, 288]"
93919,"[96, 453]"
93922,"[158, 159, 160, 162, 163, 180, 533, 534]"
93944,"[273, 1040]"
93945,"[70, 1322]"
93954,"[1270, 446]"
93964,"[127, 129]"
93974,"[157, 618, 205, 1195]"
93976,"[893, 1222]"
93977,"[491, 893]"
93986,"[881, 540, 298]"
93994,"[52, 53]"
93999,"[739, 788]"
94001,"[439, 616]"
94015,"[800, 508, 884]"
94029,"[259, 479]"
94031,"[968, 972]"
94042,"[762, 1176, 168]"
94060,"[458, 1013]"
94067,"[1034, 1367, 68]"
94074,"[585, 421]"
94082,"[529, 110, 248]"
94088,"[262, 724]"
94092,"[475, 739]"
94141,"[1017, 803]"
94148,"[549, 713]"
94167,"[1130, 288]"
94172,"[276, 277]"
94191,"[709, 717, 28, 949]"
94193,"[426, 579, 439, 641, 169]"
94194,"[579, 439, 769, 169, 916]"
94205,"[262, 801]"
94207,"[262, 801, 340, 766]"
94208,"[415, 657, 221]"
94209,"[656, 18, 846]"
94210,"[656, 846]"
94211,"[656, 846]"
94214,"[656, 696, 1155, 846]"
94215,"[415, 657, 1155]"
94216,"[415, 657, 221]"
94221,"[1327, 888, 482, 536]"
94230,"[739, 788]"
94232,"[475, 739]"
94234,"[73, 234, 372, 481]"
94244,"[27, 1106]"
94246,"[809, 195, 317]"
94256,"[71, 371, 73, 372]"
94262,"[251, 688, 168, 194]"
94264,"[229, 1129]"
94269,"[140, 944]"
94270,"[1326, 143]"
94273,"[175, 176]"
94284,"[623, 842]"
94287,"[294, 1090]"
94288,"[294, 1090]"
94292,"[1127, 313]"
94293,"[147, 481]"
94298,"[1153, 116]"
94299,"[1153, 486, 116]"
94310,"[351, 460]"
94316,"[824, 174, 487]"
94324,"[53, 389]"
94330,"[79, 80]"
94337,"[1121, 24]"
94344,"[1169, 1265, 295, 650]"
94351,"[1017, 224]"
94353,"[204, 456]"
94359,"[99, 104, 403, 345]"
94372,"[458, 324, 610, 591, 558]"
94390,"[480, 946]"
94391,"[480, 318]"
94393,"[796, 480]"
94398,"[27, 143]"
94414,"[871, 405, 936]"
94418,"[317, 933]"
94423,"[1221, 757, 462, 50, 51]"
94429,"[486, 1024, 238]"
94436,"[422, 1183]"
94438,"[989, 1059]"
94450,"[644, 579, 133]"
94482,"[508, 364, 627]"
94486,"[258, 1113]"
94504,"[273, 173]"
94510,"[1250, 953]"
94511,"[953, 1250, 934]"
94515,"[126, 201, 202]"
94516,"[565, 716]"
94517,"[716, 565]"
94521,"[983, 123]"
94556,"[492, 24]"
94558,"[372, 235]"
94567,"[839, 840]"
94568,"[839, 840]"
94571,"[36, 975]"
94572,"[578, 36, 998]"
94590,"[546, 263]"
94592,"[430, 431]"
94593,"[430, 431]"
94594,"[430, 431]"
94595,"[430, 431]"
94613,"[953, 535]"
94623,"[28, 717, 710]"
94624,"[283, 56]"
94628,"[1104, 1091]"
94630,"[1031, 863, 990]"
94631,"[1012, 117]"
94633,"[123, 382]"
94664,"[262, 912]"
94675,"[502, 503, 648]"
94682,"[676, 434]"
94683,"[676, 434]"
94684,"[458, 1083]"
94710,"[219, 990]"
94713,"[629, 482, 439]"
94717,"[393, 123]"
94723,"[638, 125]"
94724,"[125, 31]"
94728,"[1005, 397]"
94729,"[759, 397]"
94737,"[342, 727]"
94746,"[287, 1330, 1299, 1309]"
94753,"[731, 84]"
94756,"[414, 967]"
94758,"[414, 1002]"
94759,"[414, 287, 1002]"
94763,"[585, 453]"
94773,"[116, 117]"
94778,"[579, 482, 439, 769, 447, 812, 133, 323]"
94779,"[422, 582, 1183]"
94785,"[1021, 1294, 1312]"
94786,"[1021, 1294]"
94787,"[1021, 1294]"
94788,"[1021, 1294]"
94789,"[1021, 1028, 1294]"
94790,"[1021, 1294, 343]"
94791,"[1021, 55, 1294]"
94792,"[1021, 55, 1294]"
94793,"[1327, 536]"
94800,"[1183, 1062]"
94810,"[496, 497, 1005, 759, 785, 296]"
94826,"[875, 479, 259]"
94836,"[125, 595]"
94839,"[352, 24]"
94841,"[629, 482, 803]"
94845,"[736, 1085]"
94851,"[372, 74, 235, 481]"
94852,"[806, 723]"
94854,"[336, 787]"
94867,"[19, 616]"
94873,"[367, 379]"
94874,"[367, 379]"
94875,"[367, 379]"
94879,"[867, 1210, 1246]"
94883,"[65, 372, 235, 596, 73, 481]"
94884,"[280, 1138]"
94888,"[231, 119]"
94899,"[713, 300]"
94946,"[21, 22, 23]"
94950,"[245, 472, 33]"
94962,"[582, 833, 583]"
94965,"[982, 123]"
94988,"[568, 168]"
94994,"[808, 82]"
95000,"[733, 735]"
95001,"[113, 291]"
95002,"[113, 291]"
95003,"[291, 113]"
95025,"[125, 31]"
95027,"[100, 113, 535]"
95058,"[523, 307]"
95059,"[1119, 69]"
95063,"[666, 1043]"
95064,"[787, 788, 476]"
95065,"[787, 788, 477]"
95066,"[336, 476, 477, 787, 788]"
95067,"[1042, 475]"
95072,"[645, 58]"
95085,"[417, 737, 524]"
95101,"[331, 296, 108, 399]"
95102,"[349, 1017]"
95133,"[336, 1242]"
95138,"[939, 1347, 1036]"
95139,"[73, 235, 372]"
95151,"[1233, 1243]"
95239,"[462, 832]"
95242,"[1056, 123]"
95247,"[387, 12]"
95248,"[579, 426, 482, 812, 889, 72, 803]"
95253,"[118, 1034, 1303]"
95255,"[28, 143, 144]"
95259,"[431, 328]"
95270,"[427, 120, 61, 700]"
95271,"[727, 76]"
95274,"[495, 940]"
95289,"[28, 292, 1165, 293]"
95303,"[722, 82]"
95304,"[278, 1140]"
95310,"[506, 40]"
95312,"[791, 803]"
95317,"[306, 82, 285]"
95319,"[0, 1340, 495, 901]"
95320,"[577, 234, 235, 74, 71, 481]"
95323,"[182, 247, 1152]"
95324,"[182, 499, 247]"
95328,"[311, 313]"
95335,"[1027, 1317]"
95337,"[585, 436]"
95343,"[845, 895]"
95344,"[643, 589]"
95346,"[300, 301]"
95356,"[1017, 915, 909]"
95357,"[1017, 915, 909]"
95378,"[174, 405]"
95384,"[260, 953]"
95395,"[442, 59]"
95399,"[564, 795]"
95406,"[53, 389, 301]"
95417,"[941, 494, 28, 940]"
95422,"[27, 1106]"
95427,"[19, 440, 406]"
95436,"[272, 226]"
95438,"[165, 709]"
95442,"[19, 628]"
95444,"[976, 977]"
95449,"[1187, 37]"
95452,"[119, 514, 60]"
95453,"[60, 119]"
95455,"[119, 60]"
95457,"[119, 60]"
95460,"[577, 235, 74]"
95461,"[893, 1222]"
95462,"[577, 372, 231, 234, 235]"
95470,"[1216, 5, 555]"
95471,"[1216, 555]"
95478,"[681, 352]"
95490,"[154, 77, 474]"
95492,"[578, 328]"
95494,"[85, 86, 780, 87]"
95497,"[917, 1328, 369]"
95498,"[303, 341, 40]"
95517,"[1089, 1090]"
95537,"[491, 499]"
95538,"[638, 913]"
95543,"[66, 67, 122]"
95544,"[257, 258, 343]"
95552,"[784, 298, 498]"
95557,"[24, 26]"
95566,"[800, 433]"
95587,"[1069, 909]"
95602,"[529, 110, 247, 263]"
95605,"[579, 445]"
95608,"[385, 353, 22]"
95610,"[385, 389, 22]"
95618,"[881, 1028]"
95620,"[881, 3]"
95635,"[1021, 423, 833]"
95650,"[1012, 486]"
95656,"[85, 780, 87]"
95668,"[262, 1211]"
95673,"[72, 267, 1329]"
95681,"[529, 843, 3]"
95682,"[4, 3, 248]"
95687,"[209, 229]"
95693,"[514, 61, 721]"
95701,"[1119, 601, 69]"
95702,"[1111, 803, 953]"
95708,"[1009, 1010]"
95709,"[255, 1215]"
95715,"[866, 1194, 532]"
95716,"[866, 1194, 842, 530, 1343]"
95723,"[566, 607]"
95724,"[712, 163, 381, 164]"
95725,"[380, 381, 712, 163, 533]"
95754,"[585, 543, 1074, 231]"
95816,"[7, 951]"
95832,"[475, 205]"
95859,"[480, 390]"
95861,"[676, 412]"
95870,"[373, 39]"
95871,"[39, 506]"
95876,"[654, 379, 157]"
95879,"[237, 577, 371, 231, 74, 71]"
95884,"[372, 235, 231]"
95932,"[650, 124]"
95938,"[898, 202]"
95940,"[61, 650, 1030]"
95946,"[279, 280]"
95947,"[279, 280]"
95949,"[280, 1316]"
95954,"[1339, 322, 626]"
95956,"[467, 138, 928]"
95958,"[282, 191, 992]"
95962,"[926, 927]"
95965,"[631, 803]"
95971,"[266, 1020]"
95977,"[342, 506]"
95982,"[443, 1138]"
95983,"[443, 1138]"
95984,"[443, 1138]"
95987,"[1313, 309]"
96004,"[410, 411, 465]"
96009,"[273, 70]"
96011,"[1224, 1185, 343, 664]"
96017,"[692, 612]"
96023,"[621, 1023]"
96024,"[621, 702]"
96045,"[216, 70]"
96048,"[342, 952, 1011]"
96050,"[348, 78, 654]"
96056,"[611, 58]"
96057,"[226, 158, 711, 510, 509, 55, 956]"
96058,"[226, 711, 510, 509, 956]"
96060,"[565, 469, 28, 949]"
96064,"[585, 205]"
96065,"[864, 1136, 734]"
96069,"[331, 332]"
96091,"[27, 275, 28]"
96093,"[806, 58, 404, 807]"
96094,"[58, 404, 807]"
96099,"[593, 594]"
96100,"[1105, 1124]"
96115,"[679, 595]"
96120,"[681, 479]"
96122,"[1029, 263]"
96129,"[245, 458, 611]"
96134,"[357, 1174]"
96136,"[357, 1174]"
96138,"[357, 1174]"
96139,"[357, 1174]"
96143,"[357, 1174]"
96144,"[1174, 847]"
96146,"[357, 1174]"
96148,"[1174, 848]"
96149,"[1174, 848]"
96156,"[888, 589]"
96169,"[219, 990]"
96178,"[739, 477]"
96226,"[182, 1100]"
96230,"[604, 663]"
96231,"[604, 450]"
96245,"[593, 1309]"
96253,"[380, 381, 158, 161, 163]"
96254,"[380, 158, 161, 712, 163, 179, 180]"
96255,"[158, 159, 161, 162, 180]"
96256,"[161, 380, 163, 381]"
96261,"[224, 1081]"
96265,"[141, 249]"
96273,"[10, 388]"
96279,"[643, 1050]"
96282,"[37, 38, 857, 344]"
96283,"[125, 637]"
96286,"[125, 637]"
96287,"[125, 637]"
96299,"[676, 245, 324, 883]"
96306,"[112, 291, 113]"
96307,"[540, 708]"
96310,"[856, 1172, 873]"
96311,"[66, 67]"
96334,"[259, 681, 100]"
96344,"[790, 791]"
96345,"[801, 6]"
96346,"[790, 801]"
96347,"[790, 801]"
96348,"[790, 791]"
96349,"[790, 801]"
96350,"[790, 801]"
96351,"[801, 725]"
96361,"[0, 1037, 940]"
96362,"[1097, 1037, 1278]"
96363,"[1037, 940]"
96364,"[1278, 495, 940]"
96366,"[328, 975]"
96370,"[328, 975]"
96372,"[1149, 258]"
96373,"[1149, 258]"
96375,"[1149, 258]"
96376,"[1149, 258]"
96392,"[198, 545, 203, 1353]"
96393,"[198, 1306, 588, 1353]"
96394,"[1306, 587, 588, 1353]"
96395,"[198, 545, 1353]"
96396,"[898, 588, 203, 1353]"
96401,"[794, 55]"
96402,"[341, 727]"
96420,"[52, 135, 300, 23]"
96428,"[839, 840]"
96429,"[223, 78]"
96430,"[223, 474]"
96434,"[1030, 124]"
96435,"[125, 123, 14]"
96436,"[499, 230, 263]"
96440,"[294, 1169, 776]"
96443,"[1043, 307]"
96466,"[302, 76]"
96480,"[262, 420]"
96487,"[157, 586, 453]"
96493,"[521, 405]"
96497,"[157, 1066, 1290]"
96501,"[157, 972, 1173, 973]"
96506,"[546, 893]"
96508,"[629, 812, 409]"
96510,"[306, 399, 526]"
96562,"[75, 307]"
96572,"[478, 1011]"
96573,"[478, 1011]"
96574,"[39, 1140]"
96575,"[478, 1011]"
96582,"[24, 25]"
96586,"[127, 478]"
96587,"[478, 523]"
96588,"[127, 506]"
96595,"[1158, 1046]"
96599,"[1072, 356]"
96608,"[368, 804]"
96613,"[182, 4]"
96614,"[843, 604, 1152, 966]"
96631,"[182, 424]"
96633,"[349, 66, 68]"
96641,"[0, 495, 798]"
96651,"[280, 119, 1138, 1316, 1317]"
96657,"[426, 445]"
96659,"[641, 446]"
96662,"[1089, 806]"
96674,"[212, 213, 730]"
96676,"[775, 436]"
96693,"[18, 656]"
96697,"[28, 480, 390, 1106]"
96706,"[279, 119]"
96707,"[279, 119]"
96708,"[260, 892, 1225]"
96711,"[423, 1294]"
96712,"[543, 191]"
96746,"[572, 892, 30]"
96750,"[127, 666]"
96758,"[417, 607, 608]"
96820,"[118, 274, 1282]"
96823,"[824, 1323]"
96826,"[232, 486, 117]"
96832,"[982, 57, 123]"
96836,"[843, 448, 248, 663]"
96839,"[341, 727]"
96842,"[390, 318]"
96843,"[260, 480]"
96864,"[118, 173]"
96876,"[0, 1092]"
96881,"[147, 1164]"
96886,"[1169, 1069]"
96894,"[503, 430]"
96907,"[930, 1301]"
96918,"[698, 196]"
96943,"[478, 727, 1135]"
96949,"[845, 655, 657, 658, 415]"
96953,"[809, 561]"
96957,"[32, 536]"
96977,"[478, 341]"
96985,"[294, 650]"
97006,"[829, 282, 455]"
97012,"[279, 280, 1317, 119]"
97013,"[279, 280, 119, 1027, 1317]"
97014,"[1026, 1027]"
97018,"[425, 346, 215]"
97019,"[861, 388]"
97024,"[621, 801]"
97039,"[96, 205, 97]"
97065,"[678, 186, 298]"
97066,"[678, 186]"
97069,"[243, 627]"
97075,"[606, 702]"
97076,"[374, 506]"
97089,"[1091, 428]"
97092,"[159, 711, 226]"
97099,"[989, 1059]"
97119,"[386, 467]"
97123,"[1105, 505]"
97125,"[1004, 486]"
97127,"[39, 727]"
97130,"[158, 160, 162, 179, 180]"
97137,"[706, 583, 1062]"
97176,"[29, 49]"
97177,"[283, 1066, 157, 418, 45, 1302, 79, 877, 1288]"
97179,"[840, 49]"
97180,"[29, 49]"
97189,"[656, 657]"
97191,"[1147, 740, 602, 58]"
97195,"[667, 430, 328]"
97217,"[469, 1165]"
97222,"[643, 589]"
97225,"[816, 548]"
97227,"[645, 458]"
97228,"[704, 370]"
97235,"[90, 1249]"
97236,"[339, 784]"
97251,"[96, 654, 282]"
97267,"[367, 619, 1074]"
97276,"[830, 974]"
97281,"[1159, 462, 359, 48, 215]"
97282,"[1159, 462, 359, 48, 215]"
97286,"[324, 364]"
97287,"[610, 800, 364]"
97288,"[676, 364]"
97291,"[306, 82, 1197]"
97293,"[306, 82]"
97294,"[812, 438, 133]"
97318,"[582, 466, 237]"
97322,"[768, 579, 613]"
97328,"[52, 300]"
97336,"[306, 397]"
97340,"[1284, 1074]"
97350,"[306, 332, 1206, 493, 703, 608]"
97352,"[736, 881]"
97357,"[754, 755]"
97359,"[786, 156]"
97379,"[214, 1086, 50]"
97383,"[431, 648]"
97409,"[1009, 873]"
97410,"[873, 872, 309]"
97412,"[872, 873]"
97416,"[873, 309]"
97421,"[154, 611, 517, 654, 78]"
97423,"[93, 1058]"
97431,"[267, 1281, 471]"
97433,"[1219, 205]"
97447,"[741, 323]"
97450,"[681, 327]"
97451,"[681, 327, 6]"
97475,"[1105, 751]"
97483,"[21, 52, 549]"
97487,"[646, 593]"
97492,"[518, 602, 765, 595]"
97494,"[566, 331, 333, 524]"
97497,"[374, 727]"
97504,"[390, 195]"
97507,"[43, 191]"
97510,"[389, 54, 301]"
97511,"[52, 389, 54]"
97512,"[52, 389, 54, 22]"
97513,"[191, 592]"
97514,"[282, 191, 592]"
97516,"[191, 592]"
97527,"[693, 541]"
97536,"[716, 469]"
97540,"[132, 309]"
97572,"[902, 122]"
97586,"[204, 702, 1198]"
97629,"[853, 680]"
97640,"[36, 38, 857]"
97645,"[28, 899, 494, 799]"
97652,"[818, 735, 1085]"
97696,"[659, 1048]"
97703,"[39, 76]"
97704,"[296, 333, 1179]"
97763,"[341, 506]"
97764,"[127, 506]"
97765,"[127, 506]"
97778,"[397, 395]"
97779,"[759, 758, 395]"
97800,"[1157, 31]"
97801,"[623, 552, 865]"
97805,"[129, 952]"
97817,"[110, 424, 604, 4]"
97821,"[1255, 1233]"
97825,"[347, 95]"
97827,"[1151, 972, 969]"
97828,"[969, 972]"
97829,"[972, 969]"
97836,"[146, 147, 830, 30]"
97837,"[265, 433]"
97841,"[738, 1139]"
97845,"[578, 37, 38, 430]"
97846,"[37, 38, 430]"
97847,"[578, 37, 38, 430]"
97866,"[1305, 622]"
97869,"[622, 933]"
97873,"[14, 250]"
97884,"[1255, 1233]"
97887,"[294, 777]"
97905,"[654, 736]"
97928,"[127, 1128]"
97936,"[82, 284]"
97963,"[813, 26]"
97966,"[259, 681]"
97971,"[234, 235, 481]"
97979,"[496, 402, 395]"
98014,"[129, 1011]"
98034,"[46, 593]"
98035,"[46, 414, 1143]"
98036,"[46, 47, 1143, 1002]"
98038,"[46, 1143]"
98039,"[630, 309]"
98059,"[596, 73, 1162, 74]"
98061,"[1311, 745, 746, 1333]"
98062,"[118, 1294]"
98065,"[283, 205, 206]"
98067,"[564, 223]"
98068,"[564, 954, 953]"
98069,"[954, 953]"
98079,"[118, 213]"
98080,"[158, 162, 381]"
98081,"[1277, 989]"
98082,"[1105, 751]"
98083,"[1124, 915]"
98091,"[155, 77]"
98139,"[65, 231, 234, 235, 71, 73]"
98149,"[493, 397, 524]"
98152,"[278, 342]"
98154,"[329, 306]"
98164,"[1071, 1113]"
98170,"[85, 86]"
98177,"[1291, 68]"
98190,"[283, 206]"
98191,"[323, 244]"
98218,"[1105, 819, 751]"
98230,"[768, 683, 201]"
98231,"[545, 588, 201]"
98232,"[768, 199]"
98233,"[939, 1037, 798]"
98236,"[1207, 632, 45]"
98237,"[894, 632, 45]"
98238,"[894, 632, 45]"
98240,"[1207, 894, 632]"
98241,"[458, 100, 460, 1226]"
98248,"[1045, 463, 288]"
98262,"[623, 552]"
98266,"[469, 709, 28]"
98267,"[28, 717, 978]"
98275,"[679, 983, 57, 58]"
98288,"[1325, 1111]"
98306,"[469, 165, 28]"
98316,"[757, 462, 214]"
98319,"[654, 379]"
98324,"[88, 343, 479]"
98325,"[827, 247, 966]"
98326,"[118, 1349]"
98329,"[458, 735]"
98334,"[129, 1011]"
98339,"[158, 380, 178]"
98341,"[29, 839, 840]"
98344,"[839, 840, 49]"
98347,"[29, 1189]"
98349,"[311, 312, 340]"
98356,"[702, 124]"
98360,"[232, 1153, 1012, 116]"
98362,"[826, 284]"
98363,"[625, 322]"
98386,"[860, 916, 323]"
98396,"[85, 86]"
98403,"[160, 711, 226, 510]"
98404,"[781, 226, 510, 178, 924]"
98405,"[781, 158, 160, 711, 510, 924]"
98406,"[302, 307]"
98422,"[407, 439, 133]"
98423,"[407, 408, 439]"
98434,"[431, 344]"
98450,"[496, 332]"
98451,"[330, 400, 1268]"
98456,"[275, 390, 142]"
98458,"[278, 952]"
98462,"[127, 952]"
98474,"[86, 87]"
98482,"[912, 702, 124]"
98485,"[912, 124]"
98503,"[1091, 803]"
98504,"[303, 307]"
98521,"[418, 1173, 973]"
98547,"[380, 158, 159, 272, 533, 885]"
98557,"[838, 5]"
98561,"[127, 302]"
98562,"[127, 302]"
98563,"[302, 40]"
98564,"[176, 405]"
98569,"[128, 342, 1011]"
98570,"[128, 342]"
98571,"[128, 129]"
98579,"[469, 709, 293]"
98591,"[316, 177]"
98604,"[1109, 1062]"
98613,"[638, 58]"
98617,"[120, 1089]"
98618,"[120, 902]"
98619,"[120, 1089]"
98622,"[37, 857, 858]"
98633,"[59, 1138, 30]"
98643,"[229, 1293]"
98644,"[503, 858]"
98645,"[727, 76]"
98663,"[814, 541]"
98682,"[405, 1030]"
98683,"[1280, 1081]"
98757,"[944, 249]"
98769,"[802, 953]"
98773,"[650, 404, 1348]"
98781,"[348, 78]"
98792,"[19, 1257]"
98810,"[305, 331]"
98812,"[331, 1144]"
98813,"[331, 1144]"
98831,"[967, 244]"
98832,"[967, 244]"
98837,"[1167, 567, 400]"
98838,"[971, 215]"
98840,"[396, 971, 215, 457]"
98841,"[971, 215, 396]"
98844,"[971, 215]"
98845,"[971, 215, 396]"
98848,"[361, 971, 215, 396]"
98858,"[1072, 356]"
98859,"[205, 254]"
98865,"[1241, 1326]"
98886,"[855, 943]"
98900,"[223, 519]"
98901,"[96, 157, 56]"
98924,"[3, 4]"
98928,"[1106, 1201]"
98929,"[873, 897, 878]"
98930,"[469, 709, 28]"
98934,"[542, 498]"
98939,"[1274, 24]"
98946,"[480, 561]"
98948,"[953, 222]"
98950,"[302, 1140]"
98952,"[716, 717, 293]"
98961,"[887, 135, 23]"
98972,"[727, 40]"
98974,"[727, 40]"
98988,"[82, 285]"
98995,"[182, 4]"
99000,"[1153, 117]"
99011,"[588, 202]"
99014,"[130, 131]"
99018,"[984, 520, 518, 1003, 107, 603, 212, 602, 595, 1064]"
99019,"[984, 520, 518, 107, 603, 602, 1064]"
99020,"[984, 520, 518, 1003, 107, 603, 602, 212, 1064]"
99021,"[520, 518, 1003, 107, 603, 212, 602, 1064]"
99044,"[177, 3]"
99046,"[116, 117]"
99051,"[65, 1052]"
99053,"[65, 1052]"
99055,"[926, 927]"
99064,"[392, 561]"
99065,"[391, 376]"
99074,"[77, 153]"
99080,"[262, 31]"
99081,"[568, 72, 852]"
99083,"[446, 323]"
99086,"[385, 52, 53, 54]"
99115,"[589, 32]"
99118,"[1104, 724]"
99124,"[1087, 214, 425]"
99130,"[326, 1112]"
99142,"[1159, 462]"
99150,"[445, 244, 323, 889, 19]"
99155,"[27, 1326]"
99156,"[1274, 148, 24]"
99164,"[683, 126]"
99167,"[111, 663]"
99169,"[1222, 229]"
99175,"[158, 160, 381]"
99176,"[260, 696]"
99190,"[39, 342]"
99191,"[478, 342, 40]"
99195,"[1021, 1022]"
99196,"[486, 116]"
99199,"[683, 198, 545, 201, 202, 203]"
99202,"[442, 262, 62]"
99205,"[553, 1246]"
99209,"[1208, 3]"
99216,"[943, 1236, 1172, 873]"
99219,"[679, 58]"
99220,"[717, 292]"
99247,"[939, 1254, 899, 798]"
99248,"[389, 53]"
99252,"[496, 703, 332, 399]"
99253,"[1273, 1250]"
99263,"[808, 284]"
99273,"[400, 332]"
99292,"[1222, 966]"
99301,"[456, 282, 436]"
99310,"[545, 1115]"
99311,"[683, 1204]"
99325,"[680, 176]"
99328,"[585, 654]"
99337,"[262, 1119]"
99341,"[244, 437, 439]"
99349,"[3, 735, 612]"
99356,"[546, 182]"
99359,"[15, 1348, 413]"
99363,"[696, 1163]"
99382,"[1034, 91]"
99385,"[828, 173]"
99392,"[537, 517]"
99395,"[729, 643]"
99405,"[205, 453]"
99414,"[347, 77]"
99438,"[559, 117]"
99443,"[444, 1257]"
99446,"[93, 516]"
99447,"[514, 1196, 913, 413]"
99463,"[198, 587, 1204, 1306]"
99468,"[480, 143]"
99479,"[904, 93]"
99495,"[1162, 268]"
99496,"[1162, 1019]"
99498,"[1162, 1019]"
99512,"[19, 641, 406]"
99524,"[1196, 521, 405]"
99533,"[676, 432, 883]"
99535,"[676, 412, 701]"
99545,"[14, 550]"
99551,"[149, 352, 24]"
99555,"[643, 508, 1050]"
99559,"[411, 101]"
99567,"[676, 384]"
99572,"[400, 1331]"
99573,"[497, 737, 1005]"
99583,"[793, 501, 880, 541, 734]"
99584,"[245, 888, 1050]"
99621,"[236, 117]"
99625,"[135, 300, 23]"
99633,"[1145, 801]"
99643,"[518, 765, 1064]"
99644,"[652, 744]"
